academic_freq,non_academic_freq,phrase,ratio
7661,4,rule based,1915.25
5056,2884,that these,1.753120665742025
4778,42,therefore we,113.7619047619048
47143,1499,accuracy,31.44963308872582
13292,437,model the,30.41647597254005
6473,31,our work,208.8064516129032
11870,1597,joint,7.432686286787727
9727,1214,confidence,8.012355848434925
4875,2941,former,1.657599455967358
7233,449,performance of the,16.10913140311804
10580,250,data and,42.32
11633,4277,effective,2.719897124152443
13131,555,model for,23.65945945945946
20142,8069,total,2.496220101623497
9285,174,ranked,53.36206896551724
21675,173,the set of,125.2890173410405
5238,37,and recall,141.5675675675676
17256,7803,purpose,2.211457131872357
7203,3806,transfer,1.89253809774041
31759,6220,length,5.105948553054662
19002,9184,local,2.069033101045296
8573,1737,consistent,4.93552101324122
10683,2965,the difference,3.603035413153457
9864,378,identifying,26.09523809523809
11487,21,ontology,547.0
7434,7,algorithm for,1062.0
13671,344,yield,39.74127906976744
28290,9057,average,3.123550844650547
31853,5443,of our,5.852103619327576
6504,89,knowledge base,73.07865168539325
7041,987,the sense,7.133738601823708
40300,9870,is to,4.083080040526849
11339,1407,variation,8.058990760483297
5004,1307,to compare,3.828615149196633
4616,2032,we could,2.271653543307087
98659,11338,section,8.70162286117481
12714,1456,related to,8.732142857142858
5525,188,the performance of the,29.38829787234043
10206,2805,improved,3.638502673796792
5583,7,the quot,797.5714285714286
6657,2151,the speaker,3.094839609483961
64380,62,node,1038.387096774194
6804,700,to perform,9.72
3586,889,in more,4.033745781777278
5327,1,anaphora,5327.0
9623,22,the domain,437.4090909090909
121956,31204,information,3.908345083963594
8634,372,training and,23.20967741935484
33639,7878,particular,4.26999238385377
11902,7162,manual,1.661826305501257
8646,3488,benefit,2.478784403669725
6625,54,computation,122.6851851851852
4931,34,this paper is,145.0294117647059
8920,437,of language,20.41189931350115
8824,3491,access,2.527642509309653
6628,189,consisting,35.06878306878307
5037,624,crucial,8.072115384615385
166,46,et al and,3.608695652173913
207458,36603,each,5.667786793432232
10686,3360,correctly,3.180357142857143
7059,692,complement,10.20086705202312
25857,13109,effect,1.97246166755664
5464,1860,the need,2.93763440860215
36167,149,classification,242.7315436241611
37869,432,candidate,87.65972222222223
23487,3229,sub,7.273768968720966
12460,242,state of the art,51.48760330578512
21182,4420,complex,4.792307692307692
12132,1145,the value,10.59563318777293
6744,6,algorithm is,1124.0
11705,753,criterion,15.54448871181939
12960,4307,degree,3.00905502670072
5069,72,,70.40277777777777
59,8,et al for,7.375
27435,601,generated,45.64891846921797
12670,544,abstract,23.29044117647059
5307,2546,reliable,2.084446190102121
136,2,al we,68.0
13345,1720,ac,7.758720930232558
6137,745,tuning,8.23758389261745
4957,376,ir,13.18351063829787
18961,77,sen,246.2467532467533
19142,2276,par,8.4103690685413
12564,1861,the english,6.751209027404621
23514,4,the corpus,5878.5
13341,4675,used the,2.853689839572192
12106,5738,create,2.109794353433252
12464,7399,learned,1.684551966481957
6683,3475,of the same,1.923165467625899
11552,1575,scope,7.334603174603175
26918,12083,due,2.227758007117438
7729,241,wi,32.07053941908714
15010,901,reported,16.65926748057714
15848,1314,example the,12.06088280060883
48030,11141,list,4.311103132573377
16066,3455,german,4.650072358900145
6707,95,finally we,70.6
7152,2456,environment,2.912052117263844
39582,5896,search,6.713364993215739
6072,738,the in,8.227642276422765
5232,305,large number of,17.15409836065574
5094,2431,the amount,2.095433977786919
14588,4989,allow,2.924032872319102
6889,680,is possible,10.13088235294118
7335,337,hmm,21.76557863501484
20535,1059,parallel,19.39093484419264
13705,2232,assume,6.140232974910394
9082,4778,choose,1.900795311845961
16409,70,the verb,234.4142857142857
21119,2,test set,10559.5
4802,183,the sum,26.24043715846994
5442,977,exists,5.570112589559877
4620,6,gener,770.0
32856,324,the training,101.4074074074074
20308,5127,provided,3.960990832845719
6968,2111,information in,3.300805305542397
11756,91,tagged,129.1868131868132
78480,9547,form,8.220383366502567
8649,2368,the paper,3.652449324324324
8463,89,validation,95.08988764044943
9667,2,be tween,4833.5
14230,931,analysis of,15.28464017185822
15364,409,estimate,37.56479217603912
15354,3091,appropriate,4.967324490456163
6323,287,account for,22.03135888501742
9403,478,the case of,19.67154811715481
5632,123,to predict,45.78861788617886
4793,650,higher than,7.373846153846154
8555,67,distribution of,127.6865671641791
4962,1123,successfully,4.418521816562778
6902,4228,manner,1.632450331125828
31849,2079,component,15.31938431938432
5253,219,this study,23.98630136986301
19520,3102,report,6.292714377820761
7873,49,contextual,160.6734693877551
27619,24,predicate,1150.791666666667
10391,20,the evaluation,519.55
5093,161,respect to the,31.63354037267081
21912,1353,result of,16.19512195121951
12970,121,bilingual,107.1900826446281
11502,1146,refer to,10.03664921465969
9160,2158,the left,4.244670991658944
10677,5299,for our,2.014908473296849
10194,1950,range of,5.227692307692307
8244,4324,and an,1.906567992599445
4676,1511,the four,3.094639311714097
8327,1226,length of,6.792006525285482
6372,832,valid,7.658653846153846
7166,391,improves,18.32736572890025
4813,1003,the present,4.798604187437687
38800,2395,ex,16.20041753653445
8025,157,assign,51.11464968152866
8322,882,randomly,9.435374149659864
8437,5542,attempt to,1.522374594009383
7496,747,describe the,10.03480589022758
24610,8180,of an,3.008557457212714
9909,1301,observation,7.616448885472713
5617,389,of english,14.43958868894602
26473,12671,use the,2.089258937731829
73265,12115,figure,6.047461824184895
4978,13,of linguistic,382.9230769230769
13520,509,arabic,26.56188605108055
8477,173,ob,49.0
21896,2071,summary,10.57267020762916
5886,2460,medical,2.392682926829268
13206,3,training set,4402.0
8828,368,cf,23.98913043478261
10713,3567,of which,3.00336417157275
10023,2052,principle,4.884502923976608
9197,20,suffix,459.85
20041,7785,project,2.574309569685292
212169,4050,sentence,52.38740740740741
13125,291,method for,45.10309278350515
9133,42,the annotation,217.452380952381
95,1,et al we,95.0
10204,256,scoring,39.859375
8214,56,corresponds,146.6785714285714
9049,1100,determined,8.226363636363637
5087,68,preliminary,74.80882352941177
5854,20,ber,292.7
7813,710,english and,11.00422535211268
5080,1047,in different,4.851957975167144
22302,2354,entry,9.474086661002548
12284,4457,due to the,2.756113978012116
15672,289,derived,54.22837370242215
14188,1259,independent,11.26926131850675
7249,8,the query,906.125
22492,8991,compared,2.501612723834946
34124,3919,application,8.707323296759377
29383,1232,shown in,23.84983766233766
41956,11657,standard,3.599210774641846
37653,5274,in our,7.139362912400455
12680,2569,the art,4.935772674192293
19203,398,agreement,48.24874371859296
36043,179,parameter,201.3575418994413
6568,41,the output of,160.1951219512195
21496,2456,used for,8.752442996742671
22219,7126,that we,3.11801852371597
4679,15,acl,311.9333333333333
4764,900,in the next,5.293333333333333
10885,704,column,15.46164772727273
12585,7488,situation,1.680689102564103
5750,2133,for these,2.695733708391936
6593,470,compare the,14.02765957446809
6421,1448,the general,4.43439226519337
11222,164,guage,68.42682926829268
8681,358,distinction,24.24860335195531
6643,446,sampling,14.89461883408072
7126,461,linked,15.45770065075922
19359,5612,theory,3.449572344975053
21205,1822,segment,11.63830954994511
6875,16,lattice,429.6875
9086,38,in this section,239.1052631578947
5953,14,in the sentence,425.2142857142857
8634,4,tence,2158.5
5831,17,most frequent,343.0
33538,6584,dialogue,5.093863912515189
7921,1616,logic,4.901608910891089
9577,1,shown in figure,9577.0
2,1,as we,2.0
6337,128,algo,49.5078125
18554,11706,could be,1.584999145737229
6220,1808,included in,3.440265486725664
6203,1826,upper,3.397042716319825
98177,7131,number of,13.767634272893
22474,3369,network,6.670822202433957
9539,1698,latter,5.617785630153121
7002,294,align,23.81632653061224
24035,7238,match,3.320668693009118
18770,1812,approach to,10.35871964679912
53389,9149,event,5.835501147666411
9256,395,such that,23.43291139240506
79023,8975,test,8.804791086350974
6148,1362,presence,4.513950073421439
25412,229,corresponding,110.9694323144105
6829,498,specification,13.71285140562249
73083,13797,class,5.297021091541639
13518,5053,surface,2.675242430239462
16114,3688,named,4.369305856832971
4639,691,explored,6.713458755426918
5560,1476,closely,3.766937669376694
9832,1140,contribution,8.624561403508771
90995,17563,given,5.181062460855207
5437,151,data from,36.00662251655629
5465,181,first we,30.19337016574586
10370,2299,gain,4.510656807307525
5664,216,in this work,26.22222222222222
5337,248,mining,21.52016129032258
10580,39,modifier,271.2820512820513
10339,940,equivalent,10.99893617021277
4780,486,more complex,9.835390946502057
9883,848,si,11.65448113207547
50312,796,representation,63.20603015075377
5144,2309,serve,2.227804244261585
7645,2545,community,3.003929273084479
17982,14,data set,1284.428571428571
18413,39,semantics,472.1282051282051
6194,12,in formation,516.1666666666666
8005,114,sentence the,70.21929824561404
23373,4234,produce,5.520311761927256
5048,852,stored,5.924882629107981
8908,708,the total,12.5819209039548
5312,1160,two different,4.579310344827586
288,72,from to,4.0
10939,2776,ad,3.940561959654179
26872,4188,be used,6.416427889207259
14290,7952,while the,1.797032193158954
13475,12,our model,1122.916666666667
8686,335,we first,25.92835820895522
5233,207,on the basis,25.28019323671498
25116,4811,among,5.22053627104552
5076,1558,of using,3.258023106546855
6774,1151,an important,5.885317115551694
5049,425,the knowledge,11.88
49806,2012,the system,24.7544731610338
9645,206,optimal,46.82038834951457
7654,35,corresponds to,218.6857142857143
7510,482,the re,15.58091286307054
9865,254,model to,38.83858267716536
14390,513,identified,28.05068226120858
38211,4455,we can,8.577104377104376
34002,958,defined,35.49269311064718
7470,1,wsd,7470.0
7752,1431,ma,5.417190775681342
5008,68,with respect to the,73.6470588235294
30703,1056,the model,29.07481060606061
7225,1203,feedback,6.005818786367414
6471,185,observe,34.97837837837838
457152,181427,by,2.519757257740028
9732,794,explicit,12.25692695214106
7448,1445,possibility,5.154325259515571
191502,4185,data,45.75913978494624
7426,2491,to one,2.981132075471698
8102,360,estimated,22.50555555555556
8063,344,the goal,23.43895348837209
4813,428,reduce the,11.24532710280374
9221,1539,row,5.991552956465237
10133,723,consider the,14.01521438450899
24475,534,the target,45.83333333333334
6729,204,and test,32.98529411764706
6056,765,which can be,7.916339869281046
35665,3151,related,11.31862900666455
224426,54345,set,4.129653141963382
12075,437,kernel,27.63157894736842
12675,1703,is based,7.442748091603053
7471,1675,we need,4.460298507462687
15801,1809,form of,8.734660033167495
13954,2077,operation,6.718343765045739
5520,685,refers to,8.058394160583942
10930,1167,marked,9.365895458440445
4946,537,information from,9.210428305400372
4776,1475,developing,3.237966101694915
12356,1177,system is,10.49787595581988
6535,1586,internal,4.120428751576292
30587,942,trained,32.47027600849257
5838,169,calculate,34.54437869822485
12708,3543,within the,3.586790855207451
5640,69,auxiliary,81.73913043478261
9666,27,subset of,358.0
8463,1995,in this case,4.242105263157895
19761,203,respectively,97.34482758620689
5526,525,the form of,10.52571428571428
4681,1410,and therefore,3.319858156028369
50055,59,dependency,848.3898305084746
7463,1140,performing,6.546491228070176
34935,202,token,172.9455445544554
5610,283,given by,19.82332155477032
16320,7029,larger,2.321809645753308
16224,41,the probability,395.7073170731707
16580,3261,this work,5.084329960134928
11188,636,the method,17.59119496855346
9532,1458,seed,6.537722908093278
9100,529,structured,17.20226843100189
6775,330,application of,20.53030303030303
9061,10,probabilistic,906.1
76253,42181,may,1.807757047011688
6249,502,we find,12.44820717131474
5160,820,referred,6.292682926829269
10419,2413,em,4.317861583091587
5276,1930,national,2.733678756476684
6519,51,the candidate,127.8235294117647
14676,918,associated with,15.98692810457516
5101,285,distributed,17.89824561403509
6804,2554,attachment,2.664056382145654
16167,100,pronoun,161.67
75822,441,domain,171.9319727891156
6598,4229,version of the,1.560179711515725
23519,3299,improve,7.12913003940588
9725,3409,extended,2.852742739806395
53343,4508,con,11.8329636202307
9632,3781,in other,2.547474213171119
22964,9706,rate,2.365959200494539
7239,4378,indeed,1.653494746459571
7371,22,based approach,335.0454545454546
8465,76,of the sentence,111.3815789473684
5094,90,the given,56.6
4918,10,of discourse,491.8
5839,79,is the number,73.9113924050633
47105,5593,label,8.422134811371357
10249,1557,we would,6.582530507385998
5226,6,sentence level,871.0
15461,115,derivation,134.4434782608696
6414,22,obtained by,291.5454545454546
5027,67,of the data,75.02985074626865
9740,1715,bound,5.679300291545189
12380,1188,an example,10.42087542087542
35197,14329,previous,2.456347267778631
18717,309,prediction,60.57281553398058
95522,31,semantic,3081.354838709678
4999,462,however we,10.82034632034632
15249,851,symbol,17.91891891891892
4979,14,normalization,355.6428571428572
18437,1865,increase,9.8857908847185
892,44,table we,20.27272727272727
5365,2830,visual,1.895759717314488
8859,2366,develop,3.74429416737109
7398,638,tense,11.59561128526646
6697,2326,work is,2.879191745485813
7979,5230,description of,1.525621414913958
20699,10274,future,2.014697294140549
6806,1,tation,6806.0
2491085,1531326,of,1.626750280475875
22086,2300,significant,9.602608695652174
6304,545,here we,11.56697247706422
6398,64,neural,99.96875
11657,2871,given the,4.060257749912922
8992,1662,active,5.410348977135981
24426,6771,include,3.607443509082853
51883,6494,knowledge,7.989374807514629
6742,155,substitution,43.49677419354839
1382,793,pass,1.742749054224464
14822,11,computed,1347.454545454545
13430,159,sentence in,84.46540880503144
7921,3199,million,2.476086276961551
8990,15,in the training,599.3333333333334
19128,2476,perform,7.725363489499192
7355,7,negation,1050.714285714286
9908,1127,performs,8.79148181011535
5169,175,on the basis of,29.53714285714286
5387,706,depends on,7.630311614730878
8262,1485,in addition to,5.563636363636363
4906,636,translate,7.713836477987422
12106,2464,resolution,4.91314935064935
4855,1852,describing,2.621490280777538
7450,507,model that,14.69428007889546
18450,949,procedure,19.44151738672286
14496,1948,coverage,7.441478439425051
39573,6293,described,6.288415699984109
7355,620,the value of,11.86290322580645
5483,2099,ta,2.612196283944736
5873,117,occur in,50.1965811965812
15382,39,the algorithm,394.4102564102564
7300,67,are shown in,108.955223880597
10750,49,polarity,219.3877551020408
6414,338,relevance,18.97633136094674
6342,6,generative,1057.0
6893,441,provided by,15.63038548752835
11675,12,trained on,972.9166666666666
5287,389,it is possible,13.59125964010283
9946,193,the resulting,51.53367875647668
18419,2156,the test,8.543135435992578
20086,1739,identify,11.55031627372053
9536,4424,ordering,2.155515370705244
258907,50122,our,5.165536091935677
5287,37,statistically,142.8918918918919
92066,471,verb,195.4692144373673
10374,1406,we do,7.378378378378378
6564,3,quot the,2188.0
18184,2358,interpretation,7.711620016963528
8364,747,assignment,11.19678714859438
33027,5154,use of,6.40803259604191
427614,29173,word,14.65786857710897
15604,5596,produced,2.788420300214439
18112,686,dis,26.40233236151603
10688,989,global,10.80687563195147
12486,721,indicates,17.31761442441054
10913,232,fragment,47.03879310344828
22222,3640,considered,6.104945054945055
10150,2878,chain,3.52675469075747
13414,4141,necessary,3.239314175319971
5200,1,mantic,5200.0
18877,7225,provides,2.612733564013841
21522,3566,decision,6.035333707234997
8069,945,the class,8.538624338624338
6637,2292,limit,2.895724258289703
8133,79,evaluate the,102.9493670886076
17775,70,inference,253.9285714285714
14548,45,subset,323.2888888888889
6250,48,implicit,130.2083333333333
7458,73,data the,102.1643835616438
9349,37,the proposed,252.6756756756757
18025,9,the semantic,2002.777777777778
7148,2195,focused,3.256492027334852
5179,1279,at least one,4.049257232212666
6297,569,the root,11.06678383128295
15704,3910,whose,4.016368286445013
6840,511,verbal,13.38551859099804
18168,10375,known,1.751132530120482
5421,2221,solve,2.440792435839712
43280,4858,specific,8.909016055990119
8335,539,is shown,15.46382189239332
144677,14006,text,10.32964443809796
60199,5,syntactic,12039.8
12897,469,association,27.49893390191898
5825,291,discussed in,20.01718213058419
336909,218866,an,1.539339139016567
12061,7469,compared to,1.614807872539831
9711,3343,in the same,2.904875860005983
5801,1,lda,5801.0
10100,1193,spoken,8.466051969823972
7095,32,num,221.71875
5296,1862,are two,2.844253490870032
13883,116,threshold,119.6810344827586
158678,12840,result,12.35809968847352
47806,3872,the result,12.34659090909091
5902,803,refers,7.349937733499377
16713,213,mapping,78.46478873239437
